full_time;mid_price
-2_38000;1992.5
-2_38100;1992.5
-2_38200;1991.5
-2_38300;1992.5
-2_38400;1992.5
-2_38500;1993.0
-2_38600;1993.0
-2_38700;1992.5
-2_38800;1992.0
-2_38900;1991.5
-2_39000;1991.5
-2_39100;1990.5
-2_39200;1990.5
-2_39300;1989.0
-2_39400;1990.5
-2_39500;1991.5
-2_39600;1991.5
-2_39700;1990.5
-2_39800;1988.5
-2_39900;1989.5
-2_40000;1989.5
-2_40100;1989.5
-2_40200;1990.5
-2_40300;1990.5
-2_40400;1990.5
-2_40500;1990.5
-2_40600;1990.5
-2_40700;1990.5
-2_40800;1990.0
-2_40900;1988.5
-2_41000;1991.0
-2_41100;1991.5
-2_41200;1990.0
-2_41300;1989.5
-2_41400;1987.0
-2_41500;1985.5
-2_41600;1988.0
-2_41700;1987.5
-2_41800;1987.0
-2_41900;1986.5
-2_42000;1987.5
-2_42100;1986.5
-2_42200;1985.0
-2_42300;1985.0
-2_42400;1985.5
-2_42500;1985.5
-2_42600;1986.5
-2_42700;1987.5
-2_42800;1987.5
-2_42900;1987.0
-2_43000;1987.0
-2_43100;1985.0
-2_43200;1985.5
-2_43300;1986.5
-2_43400;1986.5
-2_43500;1986.5
-2_43600;1987.5
-2_43700;1987.5
-2_43800;1988.5
-2_43900;1990.0
-2_44000;1991.0
-2_44100;1992.5
-2_44200;1992.5
-2_44300;1991.0
-2_44400;1991.0
-2_44500;1991.0
-2_44600;1991.5
-2_44700;1992.5
-2_44800;1992.5
-2_44900;1990.5
-2_45000;1990.5
-2_45100;1990.0
-2_45200;1988.5
-2_45300;1988.5
-2_45400;1988.5
-2_45500;1991.5
-2_45600;1993.5
-2_45700;1992.5
-2_45800;1991.5
-2_45900;1991.0
-2_46000;1989.0
-2_46100;1990.0
-2_46200;1990.0
-2_46300;1991.5
-2_46400;1992.0
-2_46500;1990.5
-2_46600;1990.5
-2_46700;1992.5
-2_46800;1991.5
-2_46900;1992.5
-2_47000;1992.5
-2_47100;1992.5
-2_47200;1993.5
-2_47300;1990.5
-2_47400;1991.5
-2_47500;1992.5
-2_47600;1990.5
-2_47700;1990.0
-2_47800;1990.5
-2_47900;1990.5
-2_48000;1990.5
-2_48100;1991.5
-2_48200;1988.0
-2_48300;1990.0
-2_48400;1991.5
-2_48500;1991.0
-2_48600;1992.0
-2_48700;1991.0
-2_48800;1992.5
-2_48900;1992.5
-2_49000;1992.5
-2_49100;1992.5
-2_49200;1991.5
-2_49300;1991.5
-2_49400;1992.0
-2_49500;1993.5
-2_49600;1991.0
-2_49700;1992.5
-2_49800;1992.5
-2_49900;1992.0
-2_50000;1992.5
-2_50100;1993.5
-2_50200;1992.5
-2_50300;1993.0
-2_50400;1991.5
-2_50500;1991.5
-2_50600;1988.0
-2_50700;1985.5
-2_50800;1983.5
-2_50900;1984.5
-2_51000;1984.5
-2_51100;1986.0
-2_51200;1984.5
-2_51300;1986.5
-2_51400;1981.0
-2_51500;1985.5
-2_51600;1984.0
-2_51700;1985.5
-2_51800;1986.0
-2_51900;1987.5
-2_52000;1989.5
-2_52100;1988.5
-2_52200;1988.5
-2_52300;1990.0
-2_52400;1990.5
-2_52500;1990.5
-2_52600;1990.0
-2_52700;1989.5
-2_52800;1988.5
-2_52900;1987.0
-2_53000;1988.5
-2_53100;1986.5
-2_53200;1986.5
-2_53300;1987.0
-2_53400;1986.0
-2_53500;1988.5
-2_53600;1987.5
-2_53700;1986.5
-2_53800;1985.5
-2_53900;1986.5
-2_54000;1987.5
-2_54100;1987.0
-2_54200;1988.0
-2_54300;1987.5
-2_54400;1987.0
-2_54500;1988.0
-2_54600;1988.5
-2_54700;1990.5
-2_54800;1988.5
-2_54900;1990.5
-2_55000;1990.5
-2_55100;1990.5
-2_55200;1990.0
-2_55300;1990.5
-2_55400;1991.5
-2_55500;1992.5
-2_55600;1992.5
-2_55700;1992.5
-2_55800;1992.5
-2_55900;1992.5
-2_56000;1992.5
-2_56100;1992.0
-2_56200;1991.0
-2_56300;1992.5
-2_56400;1992.5
-2_56500;1992.5
-2_56600;1991.0
-2_56700;1992.5
-2_56800;1990.0
-2_56900;1990.5
-2_57000;1991.5
-2_57100;1991.5
-2_57200;1990.5
-2_57300;1991.0
-2_57400;1993.5
-2_57500;1992.5
-2_57600;1993.0
-2_57700;1993.5
-2_57800;1993.0
-2_57900;1993.5
-2_58000;1994.5
-2_58100;1992.0
-2_58200;1992.0
-2_58300;1993.0
-2_58400;1993.0
-2_58500;1994.0
-2_58600;1993.5
-2_58700;1994.5
-2_58800;1994.5
-2_58900;1994.5
-2_59000;1994.5
-2_59100;1994.0
-2_59200;1994.0
-2_59300;1993.5
-2_59400;1992.5
-2_59500;1992.5
-2_59600;1992.5
-2_59700;1991.5
-2_59800;1992.0
-2_59900;1990.5
-2_60000;1992.5
-2_60100;1990.5
-2_60200;1987.0
-2_60300;1989.5
-2_60400;1990.5
-2_60500;1987.5
-2_60600;1988.0
-2_60700;1988.5
-2_60800;1988.5
-2_60900;1988.5
-2_61000;1988.5
-2_61100;1990.0
-2_61200;1988.5
-2_61300;1988.0
-2_61400;1989.0
-2_61500;1990.0
-2_61600;1990.5
-2_61700;1992.0
-2_61800;1992.5
-2_61900;1992.5
-2_62000;1994.5
-2_62100;1995.0
-2_62200;1996.0
-2_62300;1999.0
-2_62400;2000.5
-2_62500;2003.5
-2_62600;2003.5
-2_62700;2004.5
-2_62800;2005.5
-2_62900;2004.0
-2_63000;2001.5
-2_63100;2002.0
-2_63200;2002.5
-2_63300;2003.5
-2_63400;2004.5
-2_63500;2003.5
-2_63600;2004.5
-2_63700;2004.5
-2_63800;2004.5
-2_63900;2005.5
-2_64000;2004.0
-2_64100;2001.0
-2_64200;2001.5
-2_64300;2001.5
-2_64400;2001.5
-2_64500;2002.5
-2_64600;2003.0
-2_64700;2004.0
-2_64800;2003.5
-2_64900;2002.0
-2_65000;2002.0
-2_65100;2002.5
-2_65200;2002.5
-2_65300;2003.0
-2_65400;2002.5
-2_65500;2003.0
-2_65600;2004.5
-2_65700;2004.0
-2_65800;2004.5
-2_65900;2003.5
-2_66000;2003.5
-2_66100;2003.5
-2_66200;2004.5
-2_66300;2005.5
-2_66400;2004.5
-2_66500;2004.5
-2_66600;2003.5
-2_66700;2004.0
-2_66800;2005.0
-2_66900;2004.5
-2_67000;2006.5
-2_67100;2006.5
-2_67200;2007.5
-2_67300;2007.0
-2_67400;2006.5
-2_67500;2007.0
-2_67600;2006.5
-2_67700;2008.0
-2_67800;2006.0
-2_67900;2006.5
-2_68000;2005.0
-2_68100;2003.5
-2_68200;2005.5
-2_68300;2004.5
-2_68400;2002.5
-2_68500;2003.0
-2_68600;2004.5
-2_68700;2003.5
-2_68800;2002.0
-2_68900;2005.5
-2_69000;2003.5
-2_69100;2003.5
-2_69200;2004.5
-2_69300;2006.5
-2_69400;2006.5
-2_69500;2006.0
-2_69600;2006.5
-2_69700;2005.5
-2_69800;2006.5
-2_69900;2004.5
-2_70000;2004.5
-2_70100;2004.0
-2_70200;2005.5
-2_70300;2004.5
-2_70400;2004.5
-2_70500;2004.5
-2_70600;2005.5
-2_70700;2005.5
-2_70800;2006.5
-2_70900;2006.5
-2_71000;2006.5
-2_71100;2006.5
-2_71200;2006.0
-2_71300;2006.5
-2_71400;2007.5
-2_71500;2004.5
-2_71600;2005.0
-2_71700;2006.0
-2_71800;2007.5
-2_71900;2004.5
-2_72000;2006.0
-2_72100;2005.5
-2_72200;2004.5
-2_72300;2004.5
-2_72400;2004.5
-2_72500;2004.0
-2_72600;2005.0
-2_72700;2005.0
-2_72800;2005.5
-2_72900;2005.0
-2_73000;2005.0
-2_73100;2006.5
-2_73200;2006.5
-2_73300;2005.5
-2_73400;2004.5
-2_73500;2004.0
-2_73600;2005.0
-2_73700;2004.0
-2_73800;2005.0
-2_73900;2004.0
-2_74000;2004.5
-2_74100;2003.5
-2_74200;2004.5
-2_74300;2004.0
-2_74400;2004.0
-2_74500;2003.0
-2_74600;2003.5
-2_74700;2004.0
-2_74800;2003.5
-2_74900;2004.0
-2_75000;2003.0
-2_75100;2002.5
-2_75200;2003.5
-2_75300;2002.5
-2_75400;2002.5
-2_75500;2000.5
-2_75600;2001.5
-2_75700;1999.5
-2_75800;1999.5
-2_75900;1999.5
-2_76000;2000.5
-2_76100;1999.5
-2_76200;1999.0
-2_76300;1998.0
-2_76400;1998.5
-2_76500;2000.0
-2_76600;1999.0
-2_76700;2000.0
-2_76800;2001.5
-2_76900;2000.5
-2_77000;1999.5
-2_77100;2000.5
-2_77200;1999.0
-2_77300;1999.0
-2_77400;1999.5
-2_77500;2001.0
-2_77600;2001.0
-2_77700;1999.5
-2_77800;2000.5
-2_77900;2000.5
-2_78000;2000.5
-2_78100;2000.5
-2_78200;1998.5
-2_78300;1998.5
-2_78400;1998.5
-2_78500;2000.5
-2_78600;2000.5
-2_78700;2000.5
-2_78800;2000.5
-2_78900;2000.5
-2_79000;2001.5
-2_79100;2002.0
-2_79200;2001.0
-2_79300;2001.5
-2_79400;2002.0
-2_79500;2002.5
-2_79600;2002.5
-2_79700;2002.5
-2_79800;2000.5
-2_79900;1999.5
-2_80000;1995.0
-2_80100;1995.5
-2_80200;1993.5
-2_80300;1994.5
-2_80400;1994.5
-2_80500;1994.0
-2_80600;1995.0
-2_80700;1996.5
-2_80800;1996.5
-2_80900;1995.0
-2_81000;1995.5
-2_81100;1995.5
-2_81200;1996.5
-2_81300;1996.5
-2_81400;1995.5
-2_81500;1995.0
-2_81600;1995.0
-2_81700;1996.0
-2_81800;1994.0
-2_81900;1994.5
-2_82000;1996.0
-2_82100;1994.5
-2_82200;1993.5
-2_82300;1994.5
-2_82400;1992.5
-2_82500;1994.0
-2_82600;1994.0
-2_82700;1994.5
-2_82800;1993.5
-2_82900;1992.5
-2_83000;1991.5
-2_83100;1993.5
-2_83200;1994.5
-2_83300;1993.5
-2_83400;1994.5
-2_83500;1993.5
-2_83600;1994.5
-2_83700;1996.5
-2_83800;1996.5
-2_83900;1997.5
-2_84000;1997.0
-2_84100;1998.5
-2_84200;1999.5
-2_84300;1999.0
-2_84400;1998.5
-2_84500;1998.5
-2_84600;1998.5
-2_84700;2000.5
-2_84800;1998.5
-2_84900;1998.0
-2_85000;1997.5
-2_85100;1996.5
-2_85200;1997.0
-2_85300;1998.5
-2_85400;1998.5
-2_85500;1997.5
-2_85600;1997.5
-2_85700;1997.5
-2_85800;1998.5
-2_85900;1998.5
-2_86000;1998.5
-2_86100;1999.5
-2_86200;2000.0
-2_86300;1999.5
-2_86400;2000.5
-2_86500;2000.0
-2_86600;2001.0
-2_86700;2001.5
-2_86800;2001.5
-2_86900;2000.0
-2_87000;2001.0
-2_87100;2002.0
-2_87200;2000.5
-2_87300;2000.0
-2_87400;1999.5
-2_87500;1999.5
-2_87600;1999.5
-2_87700;1999.5
-2_87800;1999.0
-2_87900;2000.0
-2_88000;1998.5
-2_88100;1997.5
-2_88200;1998.5
-2_88300;1999.0
-2_88400;1999.0
-2_88500;1998.0
-2_88600;1996.5
-2_88700;1996.0
-2_88800;1994.5
-2_88900;1995.0
-2_89000;1994.0
-2_89100;1993.5
-2_89200;1994.5
-2_89300;1994.5
-2_89400;1994.5
-2_89500;1994.5
-2_89600;1994.0
-2_89700;1993.0
-2_89800;1994.5
-2_89900;1994.5
-2_90000;1994.5
-2_90100;1993.0
-2_90200;1993.5
-2_90300;1994.0
-2_90400;1995.5
-2_90500;1994.5
-2_90600;1995.5
-2_90700;1994.5
-2_90800;1994.5
-2_90900;1994.0
-2_91000;1994.5
-2_91100;1993.0
-2_91200;1992.5
-2_91300;1992.5
-2_91400;1991.5
-2_91500;1990.0
-2_91600;1991.0
-2_91700;1990.5
-2_91800;1991.5
-2_91900;1991.5
-2_92000;1992.0
-2_92100;1993.5
-2_92200;1991.0
-2_92300;1991.5
-2_92400;1990.5
-2_92500;1990.5
-2_92600;1989.0
-2_92700;1990.5
-2_92800;1991.0
-2_92900;1992.0
-2_93000;1993.0
-2_93100;1993.5
-2_93200;1994.0
-2_93300;1996.5
-2_93400;1994.5
-2_93500;1994.5
-2_93600;1994.0
-2_93700;1996.5
-2_93800;1998.0
-2_93900;1998.5
-2_94000;1997.5
-2_94100;1999.5
-2_94200;1999.0
-2_94300;1997.5
-2_94400;1998.5
-2_94500;1999.0
-2_94600;2000.0
-2_94700;1997.5
-2_94800;1997.5
-2_94900;1997.5
-2_95000;1998.5
-2_95100;1998.0
-2_95200;1998.5
-2_95300;1997.5
-2_95400;1998.5
-2_95500;1998.5
-2_95600;1999.5
-2_95700;1998.5
-2_95800;1996.0
-2_95900;1995.0
-2_96000;1996.5
-2_96100;1997.0
-2_96200;1997.5
-2_96300;1998.0
-2_96400;1998.5
-2_96500;1998.5
-2_96600;1998.0
-2_96700;1998.5
-2_96800;1999.5
-2_96900;1998.5
-2_97000;1995.5
-2_97100;1998.0
-2_97200;1998.0
-2_97300;1997.5
-2_97400;1999.5
-2_97500;1999.5
-2_97600;1998.5
-2_97700;1999.0
-2_97800;1998.5
-2_97900;1998.5
-2_98000;1997.5
-2_98100;1999.0
-2_98200;1997.0
-2_98300;1997.0
-2_98400;1997.5
-2_98500;1998.5
-2_98600;1997.5
-2_98700;1997.5
-2_98800;1999.5
-2_98900;2000.0
-2_99000;1999.0
-2_99100;1999.0
-2_99200;1999.5
-2_99300;1997.5
-2_99400;1999.5
-2_99500;1999.5
-2_99600;1996.5
-2_99700;1996.5
-2_99800;1995.5
-2_99900;1996.5
-2_100000;1997.5
-2_100100;1996.5
-2_100200;1995.5
-2_100300;1993.5
-2_100400;1996.5
-2_100500;1996.0
-2_100600;1996.5
-2_100700;1996.5
-2_100800;1997.5
-2_100900;1996.5
-2_101000;1996.0
-2_101100;1997.0
-2_101200;1996.5
-2_101300;1998.0
-2_101400;1998.0
-2_101500;1999.0
-2_101600;1999.0
-2_101700;2000.5
-2_101800;1999.5
-2_101900;1999.5
-2_102000;1999.5
-2_102100;1998.0
-2_102200;1999.5
-2_102300;1999.5
-2_102400;1999.0
-2_102500;2001.5
-2_102600;2000.5
-2_102700;1999.5
-2_102800;1999.5
-2_102900;1999.5
-2_103000;2000.0
-2_103100;2000.5
-2_103200;2001.5
-2_103300;2003.5
-2_103400;2003.0
-2_103500;2002.5
-2_103600;2003.5
-2_103700;2003.5
-2_103800;2003.5
-2_103900;2002.5
-2_104000;2002.5
-2_104100;2000.5
-2_104200;2001.5
-2_104300;2001.5
-2_104400;2003.0
-2_104500;2002.5
-2_104600;2002.5
-2_104700;2001.5
-2_104800;2002.0
-2_104900;2002.5
-2_105000;2001.5
-2_105100;1999.5
-2_105200;1999.5
-2_105300;1999.5
-2_105400;1999.0
-2_105500;1999.5
-2_105600;1999.0
-2_105700;2000.5
-2_105800;1999.5
-2_105900;2000.0
-2_106000;2000.0
-2_106100;1999.0
-2_106200;2000.5
-2_106300;1999.5
-2_106400;2000.5
-2_106500;2000.0
-2_106600;2001.5
-2_106700;2000.0
-2_106800;2000.5
-2_106900;1999.5
-2_107000;2001.0
-2_107100;2002.5
-2_107200;2001.0
-2_107300;1999.0
-2_107400;2001.0
-2_107500;2000.5
-2_107600;1999.5
-2_107700;2000.5
-2_107800;2000.5
-2_107900;1998.5
-2_108000;1997.5
-2_108100;2000.5
-2_108200;1999.5
-2_108300;1999.5
-2_108400;1999.5
-2_108500;1998.5
-2_108600;1999.5
-2_108700;1999.0
-2_108800;1999.0
-2_108900;1998.5
-2_109000;1998.0
-2_109100;2000.0
-2_109200;1998.5
-2_109300;1998.5
-2_109400;1999.5
-2_109500;1998.5
-2_109600;1999.0
-2_109700;1998.5
-2_109800;1998.5
-2_109900;1999.0
-2_110000;2000.5
-2_110100;2001.5
-2_110200;2000.5
-2_110300;2000.5
-2_110400;2001.0
-2_110500;2001.0
-2_110600;2000.5
-2_110700;2001.5
-2_110800;2001.0
-2_110900;1999.5
-2_111000;2000.0
-2_111100;1999.5
-2_111200;2000.5
-2_111300;2003.5
-2_111400;2002.0
-2_111500;2001.0
-2_111600;2001.0
-2_111700;2002.5
-2_111800;2002.5
-2_111900;2002.5
-2_112000;2003.0
-2_112100;2002.5
-2_112200;2003.5
-2_112300;2000.5
-2_112400;2001.5
-2_112500;2000.0
-2_112600;2000.0
-2_112700;2000.0
-2_112800;2000.0
-2_112900;2000.0
-2_113000;2001.5
-2_113100;2002.5
-2_113200;2001.0
-2_113300;2001.0
-2_113400;2001.0
-2_113500;2000.5
-2_113600;2000.0
-2_113700;2000.5
-2_113800;2001.0
-2_113900;2002.5
-2_114000;2001.5
-2_114100;2003.5
-2_114200;2001.5
-2_114300;2002.0
-2_114400;2001.0
-2_114500;2001.0
-2_114600;2000.5
-2_114700;2000.5
-2_114800;1999.0
-2_114900;2000.5
-2_115000;2000.5
-2_115100;2001.0
-2_115200;2001.5
-2_115300;2000.5
-2_115400;2000.5
-2_115500;2000.5
-2_115600;2000.5
-2_115700;1999.0
-2_115800;2000.5
-2_115900;2000.5
-2_116000;1999.0
-2_116100;2000.5
-2_116200;1999.5
-2_116300;2000.5
-2_116400;2000.0
-2_116500;2001.5
-2_116600;1999.5
-2_116700;2002.5
-2_116800;2001.5
-2_116900;2000.5
-2_117000;2001.0
-2_117100;2001.0
-2_117200;2001.5
-2_117300;2002.0
-2_117400;2002.5
-2_117500;2002.5
-2_117600;2002.5
-2_117700;2004.0
-2_117800;2001.5
-2_117900;2003.0
-2_118000;2003.5
-2_118100;2003.5
-2_118200;2004.0
-2_118300;2003.5
-2_118400;2003.5
-2_118500;2002.0
-2_118600;2002.5
-2_118700;2003.0
-2_118800;2002.5
-2_118900;2001.5
-2_119000;2001.0
-2_119100;2003.0
-2_119200;2002.5
-2_119300;2002.0
-2_119400;2002.5
-2_119500;2002.5
-2_119600;2002.5
-2_119700;2002.5
-2_119800;2002.5
-2_119900;2001.0
-2_120000;2000.0
-2_120100;1999.5
-2_120200;1998.5
-2_120300;2000.5
-2_120400;2000.5
-2_120500;2000.5
-2_120600;2000.5
-2_120700;2001.5
-2_120800;2001.0
-2_120900;1998.0
-2_121000;1999.5
-2_121100;1998.5
-2_121200;1998.5
-2_121300;1997.5
-2_121400;1997.0
-2_121500;1995.0
-2_121600;1995.5
-2_121700;1996.5
-2_121800;1994.0
-2_121900;1995.5
-2_122000;1995.5
-2_122100;1995.0
-2_122200;1995.5
-2_122300;1996.0
-2_122400;1996.0
-2_122500;1996.0
-2_122600;1997.5
-2_122700;1998.5
-2_122800;1998.5
-2_122900;1999.0
-2_123000;1999.5
-2_123100;1998.5
-2_123200;2000.5
-2_123300;2000.5
-2_123400;2000.5
-2_123500;2001.5
-2_123600;2002.0
-2_123700;2002.5
-2_123800;2002.0
-2_123900;2003.0
-2_124000;2003.5
-2_124100;2001.5
-2_124200;2001.0
-2_124300;2001.5
-2_124400;2002.0
-2_124500;2001.0
-2_124600;2001.5
-2_124700;2000.5
-2_124800;2001.0
-2_124900;2000.5
-2_125000;2001.5
-2_125100;2001.5
-2_125200;2000.0
-2_125300;1999.5
-2_125400;1999.0
-2_125500;1999.5
-2_125600;1999.0
-2_125700;2000.5
-2_125800;2001.5
-2_125900;2000.5
-2_126000;2001.5
-2_126100;2001.0
-2_126200;2001.5
-2_126300;2000.5
-2_126400;2001.5
-2_126500;2002.5
-2_126600;2001.0
-2_126700;2001.5
-2_126800;2002.5
-2_126900;2002.5
-2_127000;2004.0
-2_127100;2003.5
